,ID,date,Strasse,Hausnummer,PLZ,Ort,type,Zimmer,Fläche,Preis
762,762,20.03.2020,Ch. du Châtelard ,3,1860,Aigle,Wohnung,4,82,1540
763,763,20.03.2020,Rue des Marronniers ,26,1800,Vevey,Wohnung,2,44,1250
765,765,20.03.2020,Schlimpergstrasse ,33,8307,Effretikon,Lager,-,23,210
767,767,20.03.2020,Glärnischstrasse ,17,8134,Adliswil,Wohnung,1,33,910
774,774,20.03.2020,Bld de Pérolles ,93,1700,Fribourg,Wohnung,1,29,850
775,775,20.03.2020,Av. des Alpes ,14,2000,Neuchâtel,Wohnung,3,67,1300
780,780,20.03.2020,Geissmattstrasse ,46,6004,Luzern,Wohnung,4.5,130,2235
781,781,20.03.2020,Rue des Pâquis ,3,1201,Genève,Wohnung,2,30,1175
787,787,20.03.2020,route François-Peyrot ,14,1200,Genève,Büro,-,200,8334
788,788,21.03.2020,Grottenweg ,12,5622,Waltenschwil,Wohnung,2.5,80,1590
790,790,20.03.2020,Chemin Sous la Rose ,5,1344,L'Abbaye,Wohnung,6.5,200,2500
791,791,20.03.2020,Dorfstrasse ,40,8489,Schalchen,Reihenfamilienhaus,-,222,2750
799,799,20.03.2020,Parkstrasse ,16,5012,Schönenwerd,Büro,-,40,140
800,800,20.03.2020,Bahnhofstrasse ,11,5012,Schönenwerd,Büro,-,125,140
803,803,20.03.2020,Chemin des Clochetons ,41,1004,Lausanne,Studio,1,25,980
804,804,20.03.2020,Weissensteinweg ,2,5330,Bad Zurzach,Wohnung,4.5,113,2120
805,805,20.03.2020,Ch. de la Valleyre ,3,1052,Le Mont-sur-Lausanne,Wohnung,4,102,2250
806,806,20.03.2020,Gösgerstrasse ,22,5012,Schönenwerd,Büro,-,394,140
807,807,20.03.2020,Gösgerstrasse ,18,5012,Schönenwerd,Gewerbe,-,200,140
810,810,20.03.2020,Am Wildbach ,4,8320,Fehraltorf,Wohnung,3.5,105,2085
812,812,20.03.2020,Nordstrasse ,9,8620,Wetzikon ZH,Wohnung,4.5,111,2330
815,815,20.03.2020,Mühletalstrasse ,17,3110,Münsingen,Wohnung,2.5,68,1350
817,817,20.03.2020,Mülibachstrasse ,21,8107,Buchs ZH,Wohnung,2.5,73,1780
818,818,20.03.2020,Rue de la Tour ,2,1205,Genf,Möbliertes Wohnobjekt,1,20,1660
819,819,20.03.2020,Grand Montfleury ,10,1290,Versoix,Möbliertes Wohnobjekt,3.5,70,2900
826,826,20.03.2020,Forsterstrasse ,48,8044,Zürich,Wohnung,1,30,1340
828,828,20.03.2020,Wächlenstrasse ,17,8832,Wollerau,Wohnung,3.5,87,2223
829,829,20.03.2020,Mellingerstrasse ,13,5443,Niederrohrdorf,Lager,-,16,170
832,832,21.03.2020,Bergstrasse ,14,8712,Stäfa,Maisonette / Duplex,3.5,116,1990
833,833,20.03.2020,Gipsstrasse ,38,5420,Ehrendingen,Dachwohnung,3.5,110,1800
835,835,20.03.2020,Spätzstrasse ,35,8810,Horgen,Wohnung,3.5,90,3350
836,836,20.03.2020,Windeggstrasse ,3,8867,Niederurnen,Wohnung,3.5,80,1070
838,838,20.03.2020,Alpenblickweg ,19,9320,Arbon,Wohnung,3.5,91,1380
840,840,20.03.2020,Werkhofstrasse ,3,4562,Biberist,Wohnung,4.5,89,1509
841,841,20.03.2020,Sonnmatt ,3,8753,Mollis,Wohnung,4.5,78,1260
842,842,20.03.2020,Avenue du Temple ,3,1020,Renens VD,Möbliertes Wohnobjekt,1.5,39,1190
844,844,21.03.2020,Bellariastrasse ,81,8038,Zürich,Wohnung,3.5,94,3550
846,846,20.03.2020,Gubelhangstrasse ,3,8050,Zürich,Wohnung,3.5,98,3330
847,847,20.03.2020,Käferholzstrasse ,54,8057,Zürich,Wohnung,4.5,111,3685
848,848,20.03.2020,Käferholzstrasse ,54,8057,Zürich,Wohnung,5.5,121,4290
849,849,20.03.2020,Käferholzstrasse ,40,8057,Zürich,Wohnung,5.5,128,4525
850,850,20.03.2020,Käferholzstrasse ,44,8057,Zürich,Wohnung,4.5,105,3505
851,851,20.03.2020,Wiesenschanzweg ,34,4057,Basel,Wohnung,2,60,1300
853,853,20.03.2020,Nauenstrasse ,30,8632,Tann,Wohnung,5.5,120,2050
854,854,20.03.2020,Alpenquai ,4,6005,Luzern,Büro,-,111,245
856,856,20.03.2020,Löwenstrasse ,12,7310,Bad Ragaz,Wohnung,3.5,92,1500
857,857,20.03.2020,Stampfenmattstrasse ,2,8909,Zwillikon,Wohnung,2.5,60,1390
888,888,20.03.2020,Nauenstrasse ,30,8632,Tann,Wohnung,3.5,90,1650
889,889,20.03.2020,Luterbachstrasse ,41,4528,Zuchwil,Wohnung,3.5,68,1180
891,891,20.03.2020,Wilkerstrasse ,78,3097,Liebefeld,Wohnung,4,107,2480
892,892,21.03.2020,Seedorfweg ,23,3053,Münchenbuchsee,Wohnung,3.5,88,1590
893,893,21.03.2020,Seedorfweg ,23,3053,Münchenbuchsee,Wohnung,4.5,97,2020
895,895,20.03.2020,Winkelriedstrasse ,36,6003,Luzern,Büro,-,107,245
896,896,20.03.2020,Chemin du Blanchet ,3,1423,Villars-Burquin,Wohnung,2,50,740
897,897,20.03.2020,Jenatschstrasse ,3,8002,Zürich,Studio,2.5,62,2905
898,898,20.03.2020,Industriestrasse ,21,4313,Möhlin,Büro,-,385,4170
899,899,20.03.2020,Fadenstrasse ,26,6300,Zug,Wohnung,3.5,64,2700
903,903,20.03.2020,Hauptstrasse ,50,8840,Einsiedeln,Wohnung,2,43,1250
904,904,20.03.2020,Amselweg ,12,3186,Düdingen,Wohnung,3.5,100,1755
905,905,20.03.2020,Ahornweg ,4,3292,Busswil BE,Wohnung,4.5,90,1513
906,906,20.03.2020,General Wille Strasse ,96,8706,Meilen,Wohnung,2.5,62,2550
908,908,20.03.2020,Tösstalstrasse ,47,8488,Turbenthal,Wohnung,4,80,1550
909,909,20.03.2020,Axenstrasse ,76,6454,Flüelen,Wohnung,3,70,980
911,911,20.03.2020,Grosshaslistrasse ,11,6010,Kriens,Wohnung,3,68,1435
912,912,20.03.2020,Bächtenbühlstrasse ,15,6045,Meggen,Wohnung,3.5,70,1680
914,914,20.03.2020,Cholenmoosweg ,8,8942,Oberrieden,Dachwohnung,3.5,93,2530
915,915,20.03.2020,Brinerstrasse ,4,8003,Zürich,Möbliertes Wohnobjekt,1,18,1150
916,916,20.03.2020,Brinerstrasse ,4,8003,Zürich,Möbliertes Wohnobjekt,1,18,1150
917,917,20.03.2020,Im Brüel ,3,8207,Schaffhausen,Wohnung,4.5,85,1395
919,919,20.03.2020,Schmiedmatte ,2,6221,Rickenbach LU,Wohnung,6.5,140,1850
921,921,20.03.2020,Rue François-Bellot ,11,1206,Genève,Wohnung,2.5,39,2000
922,922,20.03.2020,Zürichstrasse ,131,8600,Dübendorf,Büro,-,130,230
923,923,20.03.2020,Unterwartweg ,17,4132,Muttenz,Wohnung,3,79,1815
926,926,20.03.2020,Höglerstr. ,32,8600,Dübendorf,Wohnung,3.5,99,2114
927,927,20.03.2020,Colmarerstr. ,28,4055,Basel,Dachwohnung,2,62,1570
928,928,20.03.2020,Schützenmattstr. ,14,4500,Solothurn,Wohnung,3,70,1465
930,930,20.03.2020,Waldhofstrasse ,37,4310,Rheinfelden,Wohnung,2,48,1016
931,931,20.03.2020,Säckingerstrasse ,17,4310,Rheinfelden,Wohnung,3,68,1365
932,932,20.03.2020,Grubstr. ,12,5300,Turgi,Wohnung,1,35,890
933,933,20.03.2020,Jurastrasse ,15,3422,Alchenflüh,Wohnung,4.5,89,1550
934,934,20.03.2020,Müllerwis ,14,8606,Greifensee,Wohnung,4.5,97,2105
935,935,20.03.2020,Roggenweg ,12,8405,Winterthur,Wohnung,4.5,92,1855
939,939,20.03.2020,Chemin des Tuileries ,5,1066,Epalinges,Wohnung,2.5,56,1350
941,941,20.03.2020,Pré de la Grange ,6,1680,Romont FR,Wohnung,3.5,82,1400
943,943,20.03.2020,Säckingerstrasse ,17,4310,Rheinfelden,Wohnung,2,50,1025
944,944,20.03.2020,Preyenstr. ,29,8623,Wetzikon ZH,Wohnung,3.5,76,1750
946,946,20.03.2020,Säckingerstrasse ,17,4310,Rheinfelden,Wohnung,2,50,1035
949,949,20.03.2020,Zähringerstrasse ,14,3012,Bern,Lager,-,13,200
950,950,20.03.2020,Kanalweg ,7,6374,Buochs,Dachwohnung,2.5,102,1780
951,951,20.03.2020,Mutschellenstrasse ,10,8002,Zürich,Wohnung,2.5,52,1930
952,952,20.03.2020,Zwygartenstrasse ,23,3703,Aeschi b. Spiez,Maisonette / Duplex,5.5,210,2150
953,953,20.03.2020,Elsässerstrasse ,252,4056,Basel,Dachwohnung,2,50,984
954,954,20.03.2020,Furlängeweg ,654,5325,Leibstadt,Wohnung,-,96,1870
955,955,20.03.2020,Allenmoosstrasse ,140,8050,Zürich,Einzelgarage,-,12,220
956,956,20.03.2020,Bifangstrasse ,20,5610,Wohlen AG,Wohnung,4,90,1395
957,957,20.03.2020,Bungert ,3,8909,Zwillikon,Wohnung,4,84,1610
959,959,20.03.2020,Schürlirain ,21,3172,Niederwangen BE,Wohnung,3,67,1590
960,960,20.03.2020,Austrasse ,124,4051,Basel,Büro,-,45,600
961,961,20.03.2020,Furlängeweg ,652,5325,Leibstadt,Wohnung,3.5,80,1610
965,965,20.03.2020,Eigenstrasse ,3,8193,Eglisau,Wohnung,3.5,68,1880
966,966,20.03.2020,Hauptstrasse ,10,6033,Buchrain,Wohnung,1.5,30,875
968,968,20.03.2020,Helvetiastrasse ,35,9000,St. Gallen,Wohnung,2.5,54,1140
969,969,20.03.2020,Landbergstrasse ,14,9230,Flawil,Wohnung,6.5,160,1900
970,970,20.03.2020,Mellingerstrasse ,18,5400,Baden,Loft,2.5,85,2200
971,971,20.03.2020,Mellingerstrasse ,18,5400,Baden,Wohnung,2.5,62,2160
972,972,20.03.2020,Klosgasse ,12,8880,Walenstadt,Wohnung,4.5,106,2000
973,973,20.03.2020,Mellingerstrasse ,18,5400,Baden,Wohnung,3.5,68,2290
974,974,20.03.2020,Bahnhofstrasse ,70,4914,Roggwil BE,Wohnung,3.5,89,1520
975,975,20.03.2020,Mellingerstrasse ,18,5400,Baden,Wohnung,2.5,85,2320
976,976,20.03.2020,Bernerweg ,10,6003,Luzern,Wohnung,4,68,1300
978,978,20.03.2020,Eigenstrasse ,3,8193,Eglisau,Wohnung,3.5,75,1890
979,979,20.03.2020,Limmattalstrasse ,329,8049,Zürich,Gewerbe,-,106,2400
980,980,20.03.2020,Witikonerstr. ,239,8053,Zürich,Wohnung,1.5,43,1280
981,981,20.03.2020,Lindenstrasse ,29,9000,St. Gallen,Lager,-,90,690
985,985,22.03.2020,Route de Berne ,37,1010,Lausanne,Wohnung,2,55,1200
986,986,21.03.2020,Avenue de la Gare ,8,1028,Préverenges,Wohnung,4.5,94,1770
987,987,20.03.2020,Bündnerstrasse ,63,4055,Basel,Wohnung,2,54,1230
988,988,20.03.2020,Früebergstrasse ,59,6340,Baar,Wohnung,2.5,58,2400
989,989,20.03.2020,Hubelmattstr. ,18,5723,Teufenthal AG,Wohnung,3,74,1215
990,990,20.03.2020,Industriestrasse ,6,8305,Dietlikon,Büro,-,270,3240
993,993,20.03.2020,Schützenstrasse ,47,8570,Weinfelden,Gewerbe,-,280,3100
994,994,20.03.2020,Schützenstrasse ,47,8570,Weinfelden,Lager,-,212,1660
996,996,20.03.2020,Rikonerstrasse ,32,8307,Effretikon,Wohnung,4.5,100,1890
997,997,20.03.2020,Hubelmattstr. ,18,5723,Teufenthal AG,Wohnung,3,74,1095
998,998,20.03.2020,Bahnhofplatz ,19,6440,Brunnen,Ladenfläche,-,296,5200
999,999,20.03.2020,Hubelmattstr. ,16,5723,Teufenthal AG,Wohnung,4.5,140,1395
1000,1000,20.03.2020,Gerichtsstrasse ,5,8610,Uster,Maisonette / Duplex,3.5,95,2300
1001,1001,20.03.2020,Hans Rölli-Strasse ,9,8127,Forch,Wohnung,3,70,2320
1002,1002,20.03.2020,Textilstrasse ,2,9320,Arbon,Lager,-,660,80
1003,1003,20.03.2020,Hans Rölli-Strasse ,1,8127,Forch,Reihenfamilienhaus,4.5,95,2350
1004,1004,20.03.2020,Rümelinbachweg ,19,4054,Basel,Wohnung,3.5,75,1850
1007,1007,20.03.2020,Spannortstrasse ,5,6003,Luzern,Wohnung,3.5,78,1760
1008,1008,20.03.2020,Hardackerweg ,12,8524,Uesslingen,Wohnung,2,53,1350
1009,1009,20.03.2020,Tempel ,14,4316,Hellikon,Wohnung,2.5,100,1300
1010,1010,20.03.2020,Jenatschstrasse ,3,8002,Zürich,Studio,1.5,38,1820
1011,1011,20.03.2020,Bleicherweg ,7,8002,Zürich,Wohnung,3,66,3200
1012,1012,21.03.2020,Wydäckerring ,143,8047,Zürich,Wohnung,2,53,1575
1014,1014,20.03.2020,Parkstrasse ,11,4414,Füllinsdorf,Wohnung,2.5,65,2060
1015,1015,20.03.2020,Churfirstenweg ,3,7324,Vilters,Einfamilienhaus,4.5,110,1920
1016,1016,20.03.2020,Rue de Jaman ,3,1804,Corsier-sur-Vevey,Wohnung,2,48,1360
1018,1018,20.03.2020, Letzigasse ,13,4800,Zofingen,Wohnung,3,64,1240
1021,1021,20.03.2020,Blumenstrasse ,20,8240,Thayngen,Wohnung,2.5,69,1255
1024,1024,20.03.2020,Altdorfstrasse ,23,7430,Thusis,Studio,1,16,540
1026,1026,21.03.2020,Hintermattstrasse ,35,4417,Ziefen,Wohnung,4.5,109,2160
1027,1027,21.03.2020,Hintermattstrasse ,35,4417,Ziefen,Wohnung,3.5,87,1920
1028,1028,20.03.2020,Tägernaustrasse ,32,8645,Jona,Wohnung,2,45,1290
1030,1030,22.03.2020,Majorangasse ,6,7000,Chur,Möbliertes Wohnobjekt,1,28,830
1032,1032,20.03.2020,Staatsstrasse ,105,9464,Rüthi (Rheintal),Wohnung,4.5,109,1690
1033,1033,20.03.2020,Via Stradun ,5,7031,Laax GR,Einzelzimmer,1,25,650
1036,1036,20.03.2020,Gartenstrasse ,2,9451,Kriessern,Wohnung,2.5,56,1260
1038,1038,20.03.2020,Im Bann ,15,6312,Steinhausen,Einfamilienhaus,5.5,172,4000
1041,1041,20.03.2020,Falkenstrasse ,6,9200,Gossau SG,Wohnung,4.5,90,1380
1042,1042,20.03.2020,Ober Luegeten ,11,6102,Malters,Doppeleinfamilienhaus,4.5,95,1980
1043,1043,20.03.2020,Bahnhofstrasse ,2,9445,Rebstein,Wohnung,5.5,130,1590
1044,1044,20.03.2020,Gibraltarstrasse ,7,6003,Luzern,Dachwohnung,2.5,48,1140
1046,1046,20.03.2020,Ringstrasse ,21,8854,Siebnen,Einzelzimmer,3,250,700
1048,1048,20.03.2020,Centro ,2,8754,Netstal,Wohnung,4.5,110,1860
1049,1049,20.03.2020,Stadthofstrasse ,13,6006,Luzern,Wohnung,3,65,1550
1050,1050,22.03.2020,Gähwilerstrasse ,17,9533,Kirchberg SG,Wohnung,2,62,880
1053,1053,20.03.2020,Schwendistrasse ,7,9032,Engelburg,Einfamilienhaus,6.5,155,2970
1054,1054,20.03.2020,Chemin des voies ,16,2504,Biel/Bienne,Wohnung,4.5,97,1950
1057,1057,20.03.2020,Kannenbühlstrasse ,26,6280,Hochdorf,Wohnung,2.5,50,1260
1059,1059,21.03.2020,Rütenenweg ,11,8245,Feuerthalen,Wohnung,4,80,1425
1060,1060,22.03.2020,Berchtwilerstrasse ,9,6343,Rotkreuz,Attikawohnung,3,65,1760
1061,1061,20.03.2020,Rüfegasse ,7,7208,Malans GR,Wohnung,4.5,126,2100
1062,1062,20.03.2020,Schillerstrasse ,27,9000,St. Gallen,Attikawohnung,2.5,75,1460
1065,1065,22.03.2020,Im Winkel ,11,4107,Ettingen,Dachwohnung,3.5,93,2400
1066,1066,20.03.2020,Prattelerstrasse ,6,4127,Birsfelden,Wohnung,3.5,85,2330
1067,1067,20.03.2020,Kramgasse ,49,3011,Bern,Wohnung,2.5,77,2600
1068,1068,20.03.2020,Kramgasse ,49,3011,Bern,Wohnung,3.5,111,2990
1069,1069,22.03.2020,Schönbühlring ,15,6005,Luzern,Büro,-,42,1010
1070,1070,20.03.2020,Schindellegistrasse ,64,8832,Wollerau,Wohn- / Geschäftshaus,-,500,4980
1071,1071,20.03.2020,Seetalstrasse ,77,5703,Seon,Wohnung,2.5,55,1010
1072,1072,22.03.2020,Rosenstrasse ,5,5223,Riniken,Wohnung,4,82,1390
1074,1074,20.03.2020,Augartenstrasse ,18,9204,Andwil SG,Maisonette / Duplex,6.5,160,2090
1076,1076,20.03.2020,Via dals Ers ,38,7504,Pontresina,Einzelzimmer,1,35,875
1077,1077,21.03.2020,Kesselhaldenstrasse ,68,9016,St. Gallen,Wohnung,4.5,92,1285
1078,1078,20.03.2020,Tittwiesenstrasse ,70,7000,Chur,Wohnung,1.5,30,600
1081,1081,20.03.2020,Burgerstrasse ,22,6003,Luzern,Wohnung,4,127,1580
1082,1082,20.03.2020,Mariabergstrasse ,5,9400,Rorschach,Wohnung,3.5,100,1850
1085,1085,20.03.2020,Sonnenbergstraße ,67,8800,Thalwil,Einfamilienhaus,6,230,5500
1087,1087,20.03.2020,Sellenbüren ,12,8143,Stallikon,Dachwohnung,3.5,170,2100
1088,1088,20.03.2020,Butzenstrasse ,44,8038,Zürich,Wohnung,3.5,105,3167
1089,1089,20.03.2020,Viale Carlo Pereda ,26,6828,Balerna,Wohnung,3.5,80,1400
1090,1090,20.03.2020,Hildastrasse ,1,8004,Zürich,Büro,2,35,1850
1091,1091,20.03.2020,Eigenstrasse ,3,8193,Eglisau,Attikawohnung,2.5,46,1680
1092,1092,20.03.2020,Tägermoosstrasse ,20,8700,Küsnacht ZH,Wohnung,3.5,100,3370
1093,1093,20.03.2020,Etzelstrasse ,29,8200,Schaffhausen,Dachwohnung,2,45,1040
1094,1094,20.03.2020,Eigenstrasse ,3,8193,Eglisau,Attikawohnung,3.5,62,1850
1095,1095,20.03.2020,Eigenstrasse ,3,8193,Eglisau,Wohnung,2.5,60,1780
1097,1097,20.03.2020,Steingrubenweg ,60,3095,Spiegel b. Bern,Wohnung,1,35,940
1098,1098,20.03.2020,Eigenstrasse ,3,8193,Eglisau,Wohnung,3.5,87,1890
1100,1100,20.03.2020,Dornacherstrasse ,9,6003,Luzern,Wohnung,3,72,2090
1101,1101,20.03.2020,Vogelsangstrasse ,14,5620,Bremgarten AG,Wohnung,5.5,116,2110
1102,1102,20.03.2020,Böschenacherweg ,1,6045,Meggen,Attikawohnung,3.5,85,3500
1103,1103,20.03.2020,Tannenbachstrasse ,21,8942,Oberrieden,Wohnung,5.5,159,3975
1104,1104,20.03.2020,Seewiesstr. ,7,8640,Rapperswil SG,Wohnung,1,21,628
1111,1111,20.03.2020,Hildastrasse ,1,8004,Zürich,Möbliertes Wohnobjekt,2,35,1850
1112,1112,20.03.2020,MFH Breitistrasse ,4,8302,Kloten,Wohnung,1,28,1050
1113,1113,20.03.2020,Herbigstrasse ,11,8267,Berlingen,Wohnung,3.5,86,1890
1114,1114,20.03.2020,Herbigstrasse ,11,8267,Berlingen,Wohnung,4.5,83,1890
1115,1115,20.03.2020,Walzmühlestrasse ,50,8500,Frauenfeld,Büro,-,675,160
1117,1117,20.03.2020,Im Thal ,1,4104,Oberwil BL,Wohnung,2.5,72,1780
1118,1118,20.03.2020,Walzmühlestrasse ,50,8500,Frauenfeld,Büro,-,635,160
1119,1119,20.03.2020,Hauptstrasse ,49,9506,Lommis,Wohnung,4,50,1210
1125,1125,20.03.2020,Rte des Deux-Villages ,10,1806,St-Légier-La Chiésaz,Wohnung,2.5,60,1400
1129,1129,20.03.2020,Grabenstrasse ,47,7000,Chur,Wohnung,4.5,105,2170
1130,1130,20.03.2020,Schaufelweg ,98,3098,Schliern b. Köniz,Wohnung,4.5,107,1900
1131,1131,20.03.2020,Rötelstrasse ,104,8057,Zürich,Wohnung,1,35,1220
1133,1133,21.03.2020,Matthofring ,28,6005,Luzern,Wohnung,3,65,1740
1134,1134,20.03.2020,Chemin de la Grande Fin ,27,1337,Vallorbe,Industrieobjekt,-,203,2700
1135,1135,20.03.2020,Route de la Clochatte ,60,1052,Le Mont-sur-Lausanne,Wohnung,2.5,58,1765
1137,1137,20.03.2020,Länggenstrasse ,16,8184,Bachenbülach,Attikawohnung,3.5,92,2320
1139,1139,20.03.2020,Quaderstrasse ,23,7000,Chur,Wohnung,3,67,1275
1140,1140,20.03.2020,Avenue Eugène-Lance ,48,1212,Grand-Lancy,Wohnung,3,58,1820
1141,1141,20.03.2020,Ruhbergstrasse ,48,9000,St. Gallen,Wohnung,2,35,800
1142,1142,20.03.2020,Walther-Hauser-Strasse ,11,8820,Wädenswil,Wohnung,3.5,72,1774
1143,1143,20.03.2020,Hofstetterstrasse ,52,4112,Flüh,Wohnung,3.5,115,1820
1144,1144,20.03.2020,Obsthaldenstrasse ,181,8046,Zürich,Wohnung,4,76,1950
1145,1145,20.03.2020,Wankdorffeldstrasse ,83,3014,Bern,Wohnung,3,68,1520
1146,1146,20.03.2020,Rue du ,15,2830,Courrendlin,Wohnung,3.5,100,900
1147,1147,20.03.2020,Chemin du Toscane ,4,1337,Vallorbe,Wohnung,3.5,71,1200
1148,1148,20.03.2020,Scheitergasse ,10,8001,Zürich,Wohnung,3.5,55,3990
1153,1153,20.03.2020,Dorfgasse ,45,8708,Männedorf,Wohnung,4,83,2130
1154,1154,20.03.2020,Schöneggstrasse ,141,8953,Dietikon,Wohnung,2.5,55,1455
1155,1155,20.03.2020,Rosenfeldstrasse ,1,9000,St. Gallen,Maisonette / Duplex,5.5,140,1970
1156,1156,20.03.2020,Friedberghalde ,8,6004,Luzern,Studio,1,16,550
1157,1157,20.03.2020,Ammertenstrasse ,1,3775,Lenk im Simmental,Wohnung,-,58,950
1158,1158,20.03.2020,Rue de Lausanne ,35,1337,Vallorbe,Wohnung,3,72,1020
1160,1160,20.03.2020,Badenerstrasse ,816,8048,Zürich,Gewerbe,2,102,1690
1163,1163,20.03.2020,Einfangstrasse ,22,8406,Winterthur,Wohnung,2.5,58,1720
1164,1164,20.03.2020,Brunnenwiesenstr. ,44,8610,Uster,Wohnung,3,69,1673
1165,1165,20.03.2020,Berglistrasse ,4,8623,Wetzikon ZH ,Wohnung,4.5,104,2465
1166,1166,20.03.2020,Oberstadt ,3,8200,Schaffhausen,Wohnung,3.5,150,2395
1167,1167,20.03.2020,Auf dem Wolf ,37,4052,Basel,Büro,-,512,165
1169,1169,20.03.2020,Von May-Str. ,10,3604,Thun,Wohnung,4.5,88,1670
1170,1170,20.03.2020,Narzissenweg ,16,2504,Biel/Bienne,Wohnung,4.5,121,1840
1171,1171,20.03.2020,Schachenstr. ,23,3700,Spiez,Wohnung,3.5,64,1490
1172,1172,20.03.2020,Schulstr. ,70,8952,Schlieren,Wohnung,1,32,845
1173,1173,20.03.2020,Zürichstrasse ,131,8600,Dübendorf,Kellerabteil,-,15,163
1174,1174,20.03.2020,Auenstrasse ,6,8600,Dübendorf,Lager,-,241,2220
1176,1176,20.03.2020,Jakob-Bosshart-Strasse Nr. ,8,8425,Oberembrach,Wohnung,3.5,135,1830
1177,1177,20.03.2020,Obere Wiese ,8,6020,Emmenbrücke,Wohnung,1.5,46,830
1180,1180,20.03.2020,Mellingerstrasse ,18,5400,Baden,Wohnung,2.5,66,2080
1181,1181,20.03.2020,Wagenrainstrasse ,2,5620,Bremgarten AG,Wohnung,2.5,65,1180
1183,1183,20.03.2020,Seestrasse ,48,8942,Oberrieden,Wohnung,5,105,1690
1186,1186,20.03.2020,Schulstr. ,167,8105,Regensdorf,Wohnung,1,56,1380
1187,1187,20.03.2020,Löwengasse ,12,9620,Lichtensteig,Dachwohnung,3.5,116,1700
1188,1188,20.03.2020,Schuepisstrasse ,7,9125,Brunnadern,Wohnung,4.5,164,1690
1190,1190,20.03.2020,Rheinstrasse ,20,4414,Füllinsdorf,Wohnung,3,65,1172
1191,1191,21.03.2020, Ebenrainweg ,1,4450,Sissach,Wohnung,4.5,94,1790
1192,1192,21.03.2020,Oberer Burghaldenweg ,1,4410,Liestal,Wohnung,2,52,1060
1193,1193,20.03.2020,Habshagstr. ,15,4153,Reinach BL,Wohnung,3.5,76,1750
1194,1194,20.03.2020,Stebligerweg ,4,4450,Sissach,Wohnung,4.5,91,1645
1195,1195,20.03.2020,Hofmattstrasse ,3,4415,Lausen,Wohnung,1,22,415
1196,1196,21.03.2020,Waldstrasse ,20,4410,Liestal,Wohnung,4.5,111,2026
1197,1197,21.03.2020,Amselstrasse ,10,4410,Liestal,Wohnung,3,56,1180
1198,1198,20.03.2020,Rufsteinweg ,4,4410,Liestal,Wohnung,2.5,50,1445
1200,1200,20.03.2020,Marsstrasse ,19,4123,Allschwil,Wohnung,3,80,1670
1201,1201,20.03.2020,Steinenbachstrasse ,4,5015,Erlinsbach SO,Wohnung,3.5,85,1590
1202,1202,20.03.2020,Schöntalstrasse ,19,8004,Zürich,Büro,-,200,230
1203,1203,20.03.2020,Lindenheimstrasse ,7,6032,Emmen,Wohnung,2.5,65,1410
1204,1204,20.03.2020,Lindenheimstrasse ,7,6032,Emmen,Wohnung,3.5,83,1710
1208,1208,20.03.2020,Aronenweg ,9,8618,Oetwil am See,Wohnung,4.5,93,2140
1210,1210,20.03.2020,Route de Genolier ,10,1271,Givrins,Attikawohnung,5.5,159,3190
1212,1212,20.03.2020,Untere Lettenstrasse ,4,9220,Bischofszell,Wohnung,4,84,1215
1213,1213,20.03.2020,Taastrasse ,17,9113,Degersheim,Dachwohnung,2.5,70,1380
1214,1214,20.03.2020,Moosstrasse ,12,3302,Moosseedorf,Wohnung,3.5,67,1354
1216,1216,20.03.2020,Chemin du Port ,4,1246,Corsier GE,Attikawohnung,3.5,123,7050
1217,1217,20.03.2020,Spiegelbergstrasse ,18,4059,Basel,Wohnung,4.5,104,2415
1218,1218,20.03.2020,Rue du Centre ,160,1025,St-Sulpice VD,Wohnung,3.5,85,2800
1220,1220,20.03.2020,Rue de Lausanne ,5,1020,Renens VD,Wohnung,2,58,1390
1222,1222,20.03.2020,Burgerstrasse ,22,6003,Luzern,Wohnung,4,127,1580
1223,1223,20.03.2020,Maienriedweg ,16,8408,Winterthur,Wohnung,3.5,97,1885
1225,1225,20.03.2020,Kestenbergstrasse ,6,5210,Windisch,Wohnung,3.5,77,1665
1227,1227,20.03.2020,Lochstrasse ,50,8200,Schaffhausen,Wohnung,1.5,47,1340
1228,1228,20.03.2020,Route du Jorat ,42,1000,Lausanne,Wohnung,4.5,107,3020
1232,1232,20.03.2020,Predigerplatz ,22,8001,Zürich,Wohnung,3,76,3190
1235,1235,20.03.2020,Josefstrasse ,202,8005,Zürich,Wohnung,3.5,81,2630
1238,1238,20.03.2020,Promenade ,14,5600,Lenzburg,Wohnung,5.5,145,3100
1239,1239,21.03.2020,Grütlistrasse ,9,8840,Einsiedeln,Wohnung,3,75,1700
1241,1241,20.03.2020,Schweizerhofstrasse ,16,8750,Glarus,Maisonette / Duplex,6.5,192,2150
1243,1243,20.03.2020,Peierackerweg ,1,8610,Uster,Maisonette / Duplex,5.5,195,3600
1244,1244,20.03.2020,Entenweidstr. ,88,4056,Basel,Wohnung,2,50,1170
1245,1245,20.03.2020,Surseestrasse ,28,6206,Neuenkirch,Wohnung,3.5,84,1880
1246,1246,20.03.2020,Maiengrüenistrasse ,6,6206,Neuenkirch,Gewerbe,1,30,460
1247,1247,20.03.2020,Unterlöchlistrasse ,3,6006,Luzern,Wohnung,4.5,110,2560
1249,1249,20.03.2020,Landbergstrasse ,14,9230,Flawil,Wohnung,6.5,160,1900
1250,1250,20.03.2020,Landbergstrasse ,14,9230,Flawil,Wohnung,2.5,45,950
