,PLZ,Kanton
3819,6705,Tessin
3820,6707,Tessin
3821,6685,Tessin
3822,6683,Tessin
3823,6684,Tessin
3824,6682,Tessin
3826,6675,Tessin
3827,6676,Tessin
3828,6690,Tessin
3830,6670,Tessin
3831,6673,Tessin
3832,6674,Tessin
3833,6677,Tessin
3834,6678,Tessin
3835,6692,Tessin
3836,6693,Tessin
3837,6694,Tessin
3838,6695,Tessin
3839,6696,Tessin
3841,6672,Tessin
3843,6653,Tessin
3844,6654,Tessin
3847,6656,Tessin
3848,6657,Tessin
3849,6658,Tessin
3850,6659,Tessin
3852,6571,Tessin
3854,6573,Tessin
3855,6574,Tessin
3856,6575,Tessin
3857,6576,Tessin
3858,6577,Tessin
3859,6578,Tessin
3860,6579,Tessin
3863,1860,Waadt
3864,1863,Waadt
3865,1880,Waadt
3866,1882,Waadt
3867,1846,Waadt
3868,1856,Waadt
3871,1892,Waadt
3872,1854,Waadt
3873,1845,Waadt
3874,1866,Waadt
3875,1867,Waadt
3877,1884,Waadt
3878,1885,Waadt
3880,1862,Waadt
3883,1864,Waadt
3884,1865,Waadt
3886,1847,Waadt
3887,1852,Waadt
3888,1844,Waadt
3890,1853,Waadt
3891,1128,Waadt
3892,1143,Waadt
3893,1170,Waadt
3894,1172,Waadt
3895,1174,Waadt
3896,1144,Waadt
3897,1149,Waadt
3898,1145,Waadt
3901,1166,Waadt
3902,1173,Waadt
3903,1188,Waadt
3904,1261,Waadt
3906,1146,Waadt
3911,1176,Waadt
3912,1187,Waadt
3913,1189,Waadt
3916,1588,Waadt
3918,1584,Waadt
3919,1585,Waadt
3920,1586,Waadt
3921,1587,Waadt
3922,1589,Waadt
3924,1042,Waadt
3925,1306,Waadt
3926,1035,Waadt
3927,1034,Waadt
3928,1148,Waadt
3929,1308,Waadt
3930,1316,Waadt
3933,1304,Waadt
3934,1116,Waadt
3938,1312,Waadt
3939,1313,Waadt
3940,1124,Waadt
3941,1117,Waadt
3943,1307,Waadt
3945,1031,Waadt
3948,1325,Waadt
3949,1147,Waadt
3950,1317,Waadt
3951,1372,Waadt
3952,1142,Waadt
3953,1305,Waadt
3954,1303,Waadt
3955,1318,Waadt
3956,1315,Waadt
3958,1141,Waadt
3960,1036,Waadt
3962,1302,Waadt
3964,1038,Waadt
3966,1041,Waadt
3967,1053,Waadt
3969,1040,Waadt
3970,1417,Waadt
3971,1037,Waadt
3972,1044,Waadt
3973,1055,Waadt
3974,1054,Waadt
3975,1377,Waadt
3976,1416,Waadt
3977,1375,Waadt
3979,1046,Waadt
3980,1047,Waadt
3983,1418,Waadt
3985,1043,Waadt
3986,1376,Waadt
3987,1423,Waadt
3988,1427,Waadt
3989,1452,Waadt
3990,1453,Waadt
3991,1424,Waadt
3992,1426,Waadt
3993,1428,Waadt
3994,2028,Waadt
3996,1420,Waadt
3998,1421,Waadt
4000,1429,Waadt
4002,1422,Waadt
4005,1431,Waadt
4006,1425,Waadt
4008,2108,Waadt
4009,1445,Waadt
4010,1450,Waadt
4012,1454,Waadt
4015,1092,Waadt
4016,1033,Waadt
4017,1023,Waadt
4019,1066,Waadt
4020,1008,Waadt
4021,1000,Waadt
4022,1003,Waadt
4023,1004,Waadt
4024,1005,Waadt
4025,1006,Waadt
4026,1007,Waadt
4027,1010,Waadt
4028,1011,Waadt
4029,1012,Waadt
4030,1018,Waadt
4032,1032,Waadt
4034,1052,Waadt
4038,1094,Waadt
4040,1009,Waadt
4041,1068,Waadt
4043,1020,Waadt
4045,1071,Waadt
4046,1072,Waadt
4047,1073,Waadt
4048,1080,Waadt
4049,1091,Waadt
4050,1090,Waadt
4052,1093,Waadt
4053,1095,Waadt
4054,1070,Waadt
4056,1096,Waadt
4057,1098,Waadt
4058,1607,Waadt
4068,1097,Waadt
4070,1123,Waadt
4071,1121,Waadt
4072,1164,Waadt
4073,1030,Waadt
4074,1136,Waadt
4075,1015,Waadt
4076,1022,Waadt
4077,1134,Waadt
4078,1127,Waadt
4079,1135,Waadt
4080,1026,Waadt
4082,1112,Waadt
4083,1113,Waadt
4084,1114,Waadt
4085,1125,Waadt
4087,1024,Waadt
4088,1163,Waadt
4090,1175,Waadt
4091,1027,Waadt
4092,1132,Waadt
4093,1162,Waadt
4094,1167,Waadt
4095,1110,Waadt
4096,1028,Waadt
4098,1122,Waadt
4101,1025,Waadt
4102,1131,Waadt
4103,1126,Waadt
4104,1029,Waadt
4105,1168,Waadt
4107,1115,Waadt
4108,1169,Waadt
4110,1063,Waadt
4111,1514,Waadt
4112,1512,Waadt
4113,1521,Waadt
4114,1682,Waadt
4115,1059,Waadt
4116,1513,Waadt
4118,1522,Waadt
4119,1526,Waadt
4120,1683,Waadt
4121,1510,Waadt
4122,1045,Waadt
4126,1515,Waadt
4127,1509,Waadt
4130,1409,Waadt
4133,1277,Waadt
4134,1264,Waadt
4135,1273,Waadt
4136,1269,Waadt
4137,1268,Waadt
4138,1279,Waadt
4141,1290,Waadt
4142,1275,Waadt
4143,1276,Waadt
4144,1267,Waadt
4145,1291,Waadt
4146,1296,Waadt
4147,1297,Waadt
4148,1299,Waadt
4149,1263,Waadt
4150,1266,Waadt
4151,1262,Waadt
4153,1272,Waadt
4155,1271,Waadt
4157,1196,Waadt
4158,1274,Waadt
4160,1295,Waadt
4161,1260,Waadt
4163,1197,Waadt
4166,1278,Waadt
4168,1265,Waadt
4172,1270,Waadt
4175,1355,Waadt
4176,1352,Waadt
4177,1321,Waadt
4178,1338,Waadt
4179,1446,Waadt
4181,1353,Waadt
4182,1329,Waadt
4183,1373,Waadt
4184,1374,Waadt
4185,1435,Waadt
4186,1356,Waadt
4187,1322,Waadt
4188,1326,Waadt
4189,1357,Waadt
4190,1354,Waadt
4191,1350,Waadt
4193,1324,Waadt
4194,1439,Waadt
4195,1323,Waadt
4197,1358,Waadt
4198,1337,Waadt
4201,1082,Waadt
4203,1078,Waadt
4204,1613,Waadt
4205,1081,Waadt
4206,1088,Waadt
4207,1077,Waadt
4209,1084,Waadt
4212,1058,Waadt
4214,1061,Waadt
4215,1062,Waadt
4219,1610,Waadt
4221,1076,Waadt
4222,1083,Waadt
4224,1537,Waadt
4225,1545,Waadt
4227,1543,Waadt
4230,1530,Waadt
4231,1551,Waadt
4233,1552,Waadt
4234,1538,Waadt
4235,1554,Waadt
4236,1555,Waadt
4239,1523,Waadt
4240,1524,Waadt
4243,1535,Waadt
4244,1536,Waadt
4246,1659,Waadt
4247,1660,Waadt
4248,1658,Waadt
4250,1165,Waadt
4251,1195,Waadt
4252,1183,Waadt
4256,1180,Waadt
4257,1185,Waadt
4258,1186,Waadt
4260,1182,Waadt
4264,1184,Waadt
4271,1342,Waadt
4272,1344,Waadt
4273,1346,Waadt
4274,1341,Waadt
4275,1347,Waadt
4276,1348,Waadt
4277,1343,Waadt
4278,1345,Waadt
4279,1807,Waadt
4280,1816,Waadt
4284,1801,Waadt
4285,1803,Waadt
4286,1805,Waadt
4287,1802,Waadt
4288,1804,Waadt
4291,1809,Waadt
4296,1815,Waadt
4298,1817,Waadt
4299,1820,Waadt
4300,1822,Waadt
4301,1823,Waadt
4302,1824,Waadt
4303,1832,Waadt
4304,1833,Waadt
4305,1806,Waadt
4306,1814,Waadt
4307,1800,Waadt
4309,1432,Waadt
4311,1407,Waadt
4312,1436,Waadt
4313,1443,Waadt
4314,1464,Waadt
4316,1400,Waadt
4317,1406,Waadt
4319,1404,Waadt
4320,1415,Waadt
4322,1408,Waadt
4323,1434,Waadt
4324,1438,Waadt
4326,1442,Waadt
4328,1430,Waadt
4329,1413,Waadt
4330,1405,Waadt
4331,1463,Waadt
4332,1433,Waadt
4333,1437,Waadt
4335,1412,Waadt
4336,1441,Waadt
4343,1462,Waadt
4344,3900,Wallis
4345,3902,Wallis
4346,3939,Wallis
4348,3903,Wallis
4349,3904,Wallis
4350,3914,Wallis
4352,3901,Wallis
4353,3911,Wallis
4354,3907,Wallis
4356,3912,Wallis
4357,3913,Wallis
4358,3982,Wallis
4360,1957,Wallis
4361,1908,Wallis
4362,1911,Wallis
4363,1955,Wallis
4364,1964,Wallis
4365,1975,Wallis
4366,1976,Wallis
4367,1993,Wallis
4368,1994,Wallis
4369,1996,Wallis
4370,1997,Wallis
4371,1963,Wallis
4372,1934,Wallis
4373,1936,Wallis
4374,1947,Wallis
4375,1948,Wallis
4376,1946,Wallis
4377,1945,Wallis
4378,1937,Wallis
4379,1938,Wallis
4380,1943,Wallis
4381,1944,Wallis
4382,1933,Wallis
4383,1927,Wallis
4385,1941,Wallis
4386,1942,Wallis
4387,3997,Wallis
4388,3996,Wallis
4389,3995,Wallis
4390,3984,Wallis
4391,3801,Wallis
4393,3994,Wallis
4394,3988,Wallis
4395,3999,Wallis
4396,3985,Wallis
4397,3989,Wallis
4398,3998,Wallis
4399,1958,Wallis
4400,1966,Wallis
4401,1972,Wallis
4402,1983,Wallis
4403,1984,Wallis
4404,1985,Wallis
4405,1986,Wallis
4406,1982,Wallis
4407,1987,Wallis
4408,1969,Wallis
4410,1981,Wallis
4411,1988,Wallis
4412,1992,Wallis
4413,1961,Wallis
4414,1968,Wallis
4415,1973,Wallis
4416,3951,Wallis
4417,3955,Wallis
4418,3946,Wallis
4419,3947,Wallis
4420,3953,Wallis
4421,3945,Wallis
4422,3952,Wallis
4424,3956,Wallis
4425,3957,Wallis
4426,3970,Wallis
4427,3954,Wallis
4429,3948,Wallis
4439,1932,Wallis
4440,1906,Wallis
4441,1926,Wallis
4442,1914,Wallis
4445,1912,Wallis
4446,1904,Wallis
4448,1920,Wallis
4450,1921,Wallis
4451,1928,Wallis
4454,1918,Wallis
4455,1913,Wallis
4456,1907,Wallis
4457,1929,Wallis
4458,1874,Wallis
4459,1868,Wallis
4460,1872,Wallis
4461,1893,Wallis
4462,1870,Wallis
4463,1871,Wallis
4464,1897,Wallis
4465,1898,Wallis
4467,1875,Wallis
4468,1873,Wallis
4469,1895,Wallis
4470,1899,Wallis
4471,1896,Wallis
4472,3983,Wallis
4474,3993,Wallis
4477,3986,Wallis
4478,3987,Wallis
4479,3938,Wallis
4480,3919,Wallis
4481,3935,Wallis
4482,3943,Wallis
4483,3916,Wallis
4484,3917,Wallis
4486,3940,Wallis
4487,3942,Wallis
4488,3930,Wallis
4490,3944,Wallis
4491,3918,Wallis
4494,3949,Wallis
4496,3991,Wallis
4497,3992,Wallis
4499,1903,Wallis
4500,1905,Wallis
4501,1902,Wallis
4502,1925,Wallis
4503,1869,Wallis
4505,1891,Wallis
4506,1890,Wallis
4508,1922,Wallis
4509,1923,Wallis
4513,3966,Wallis
4514,3967,Wallis
4515,3965,Wallis
4516,3979,Wallis
4517,1977,Wallis
4518,1978,Wallis
4519,3963,Wallis
4522,3971,Wallis
4523,3978,Wallis
4524,3972,Wallis
4527,3960,Wallis
4531,3976,Wallis
4532,3977,Wallis
4533,3973,Wallis
4534,3968,Wallis
4536,3961,Wallis
4542,3974,Wallis
4543,3975,Wallis
4546,1974,Wallis
4547,1950,Wallis
4548,1971,Wallis
4550,1962,Wallis
4551,1965,Wallis
4556,1967,Wallis
4558,1991,Wallis
4564,3937,Wallis
4565,3922,Wallis
4567,3926,Wallis
4568,3925,Wallis
4569,3931,Wallis
4570,3928,Wallis
4571,3905,Wallis
4572,3908,Wallis
4573,3910,Wallis
4574,3906,Wallis
4577,3924,Wallis
4578,3927,Wallis
4580,3933,Wallis
4581,3929,Wallis
4582,3923,Wallis
4586,3932,Wallis
4587,3934,Wallis
4588,3920,Wallis
4589,2013,Neuenburg
4590,2014,Neuenburg
4591,2015,Neuenburg
4592,2017,Neuenburg
4593,2019,Neuenburg
4594,2149,Neuenburg
4595,2035,Neuenburg
4596,2036,Neuenburg
4597,2037,Neuenburg
4598,2016,Neuenburg
4599,2022,Neuenburg
4600,2034,Neuenburg
4604,2103,Neuenburg
4606,2318,Neuenburg
4607,2000,Neuenburg
4608,2012,Neuenburg
4613,2023,Neuenburg
4614,2024,Neuenburg
4615,2025,Neuenburg
4616,2027,Neuenburg
4619,2300,Neuenburg
4620,2314,Neuenburg
4621,2322,Neuenburg
4623,2325,Neuenburg
4625,2400,Neuenburg
4626,2416,Neuenburg
4627,2124,Neuenburg
4628,2406,Neuenburg
4631,2405,Neuenburg
4633,2414,Neuenburg
4640,2105,Neuenburg
4641,2316,Neuenburg
4642,2072,Neuenburg
4643,2075,Neuenburg
4644,2087,Neuenburg
4647,2088,Neuenburg
4648,2067,Neuenburg
4649,2073,Neuenburg
4650,2068,Neuenburg
4659,2074,Neuenburg
4662,2042,Neuenburg
4666,2043,Neuenburg
4667,2046,Neuenburg
4668,2052,Neuenburg
4669,2053,Neuenburg
4670,2054,Neuenburg
4671,2056,Neuenburg
4672,2057,Neuenburg
4673,2058,Neuenburg
4674,2063,Neuenburg
4675,2065,Neuenburg
4677,2206,Neuenburg
4678,2207,Neuenburg
4679,2208,Neuenburg
4684,2115,Neuenburg
4685,2117,Neuenburg
4686,2126,Neuenburg
4691,2112,Neuenburg
4692,2113,Neuenburg
4693,2114,Neuenburg
4695,2116,Neuenburg
4696,2123,Neuenburg
4699,2127,Neuenburg
4703,1288,Genf
4704,1247,Genf
4705,1237,Genf
4706,1236,Genf
4707,1285,Genf
4708,1257,Genf
4709,1258,Genf
4710,1293,Genf
4711,1294,Genf
4712,1232,Genf
4713,1233,Genf
4715,1286,Genf
4716,1212,Genf
4717,1227,Genf
4719,1298,Genf
4721,1284,Genf
4723,1224,Genf
4724,1231,Genf
4725,1225,Genf
4726,1244,Genf
4727,1239,Genf
4729,1222,Genf
4730,1245,Genf
4731,1223,Genf
4732,1228,Genf
4734,1246,Genf
4735,1283,Genf
4736,1201,Genf
4737,1202,Genf
4738,1203,Genf
4739,1204,Genf
4740,1205,Genf
4741,1206,Genf
4742,1207,Genf
4743,1208,Genf
4744,1209,Genf
4745,1213,Genf
4746,1218,Genf
4749,1292,Genf
4755,1215,Genf
4756,1216,Genf
4758,1251,Genf
4759,1254,Genf
4760,1248,Genf
4763,1287,Genf
4768,1256,Genf
4769,1252,Genf
4770,1214,Genf
4773,1217,Genf
4783,1243,Genf
4784,1241,Genf
4785,1281,Genf
4788,1242,Genf
4791,1226,Genf
4792,1255,Genf
4795,1253,Genf
4799,1219,Genf
4800,1220,Genf
4802,1234,Genf
4805,2856,Jura
4806,2857,Jura
4807,2883,Jura
4808,2803,Jura
4809,2843,Jura
4810,2825,Jura
4811,2800,Jura
4812,2830,Jura
4813,2832,Jura
4814,2805,Jura
4815,2822,Jura
4816,2823,Jura
4818,2852,Jura
4819,2853,Jura
4821,2806,Jura
4824,2802,Jura
4825,2813,Jura
4828,2812,Jura
4832,2807,Jura
4835,2842,Jura
4836,2718,Jura
4837,2873,Jura
4841,2854,Jura
4842,2855,Jura
4843,2863,Jura
4844,2864,Jura
4845,2824,Jura
4846,2826,Jura
4847,2828,Jura
4848,2829,Jura
4850,2360,Jura
4851,2363,Jura
4853,2336,Jura
4856,2353,Jura
4858,2714,Jura
4860,2362,Jura
4862,2338,Jura
4865,2340,Jura
4867,2350,Jura
4869,2354,Jura
4870,2364,Jura
4872,2882,Jura
4874,2886,Jura
4875,2887,Jura
4876,2942,Jura
4877,2935,Jura
4878,2926,Jura
4879,2944,Jura
4880,2915,Jura
4881,2932,Jura
4882,2952,Jura
4883,2922,Jura
4884,2950,Jura
4886,2905,Jura
4887,2933,Jura
4888,2916,Jura
4889,2902,Jura
4890,2903,Jura
4891,2904,Jura
4892,2908,Jura
4894,2900,Jura
4895,2943,Jura
4897,2923,Jura
4898,2924,Jura
4899,2925,Jura
4902,2884,Jura
4903,2885,Jura
4905,2888,Jura
4906,2889,Jura
4907,2906,Jura
4908,2907,Jura
4909,2912,Jura
4910,2914,Jura
4913,2946,Jura
4914,2947,Jura
4915,2953,Jura
4916,2954,Jura
