ID,Fläche,Zimmer,Kanton,PLZ,Preis,Durchschnittspreis Wohnung,Preisdifferenz,Preisdifferenz/Zimmer,Durchschnittspreis/m2
721,95,"3,5",Basel-Landschaft,4302,2630,1563,-1067,-305,"16,45"
722,110,"4,5",Aargau,5316,1600,1568,-32,-7,"14,25"
723,65,"2,5",Zürich,8600,1890,1281,-609,-244,"19,7"
724,79,"3,5",Basel-Landschaft,4053,1635,1300,-335,-96,"16,45"
724,79,"3,5",Basel-Stadt,4053,1635,1323,-312,-89,"16,75"
725,85,"4,5",Schaffhausen,8200,1820,1109,-711,-158,"13,05"
726,58,2,Schaffhausen,8200,1255,882,-373,-187,"15,2"
727,83,"3,5",Zürich,8404,1880,1502,-378,-108,"18,1"
728,51,"2,5",Basel-Landschaft,4053,1440,862,-578,-231,"16,9"
728,51,"2,5",Basel-Stadt,4053,1440,893,-547,-219,"17,5"
729,92,"4,5",Solothurn,4543,1550,1187,-363,-81,"12,9"
730,98,"4,5",Thurgau,8560,1530,1210,-320,-71,"12,35"
732,50,"2,5",Aargau,5004,1155,778,-377,-151,"15,55"
733,41,1,Bern,3007,1290,656,-634,-634,16
735,82,"3,5",Thurgau,8535,1700,1095,-605,-173,"13,35"
736,85,"4,5",Aargau,5603,1617,1211,-406,-90,"14,25"
737,23,1,Genf,1201,1240,453,-787,-787,"19,7"
738,68,"2,5",Aargau,5603,1495,1057,-438,-175,"15,55"
739,56,"2,5",Zürich,8152,1680,1103,-577,-231,"19,7"
740,104,"4,5",Zürich,8135,242,1825,1583,352,"17,55"
741,111,"3,5",Zürich,8910,2700,2009,-691,-197,"18,1"
742,146,"5,5",Zürich,8952,2900,2606,-294,-53,"17,85"
743,100,"4,5",Waadt,1022,2172,1630,-542,-120,"16,3"
744,28,1,Zürich,8052,960,610,-350,-350,"21,8"
746,56,"2,5",Zürich,8952,1690,1103,-587,-235,"19,7"
750,94,"4,5",Basel-Landschaft,4123,1930,1551,-379,-84,"16,5"
751,85,3,Waadt,1009,2195,1454,-741,-247,"17,1"
752,77,3,Waadt,1006,2445,1317,-1128,-376,"17,1"
755,83,"3,5",Basel-Stadt,4055,1510,1390,-120,-34,"16,75"
757,66,"2,5",Waadt,1020,1370,1168,-202,-81,"17,7"
758,88,"3,5",Waadt,1815,1850,1452,-398,-114,"16,5"
759,42,"1,5",Waadt,1033,970,832,-138,-92,"19,8"
760,23,1,Waadt,1020,725,490,-235,-235,"21,3"
761,100,"4,5",Freiburg,1754,1690,1350,-340,-76,"13,5"
762,82,4,Waadt,1860,1540,1304,-236,-59,"15,9"
763,44,2,Waadt,1800,1250,805,-445,-223,"18,3"
767,33,1,Zürich,8134,910,719,-191,-191,"21,8"
768,35,"1,5",Luzern,6353,1100,623,-477,-318,"17,8"
771,94,"3,5",Zürich,8046,2500,1701,-799,-228,"18,1"
772,96,"3,5",Zürich,8046,2650,1738,-912,-261,"18,1"
773,93,3,Freiburg,1633,1630,1376,-254,-85,"14,8"
774,29,1,Freiburg,1700,850,528,-322,-322,"18,2"
775,67,3,Neuchâtel,2000,1300,784,-516,-172,"11,7"
778,49,2,Zürich,8952,1540,1014,-526,-263,"20,7"
779,87,"3,5",Zürich,8952,2201,1575,-626,-179,"18,1"
780,130,"4,5",Luzern,6004,2235,1839,-396,-88,"14,15"
781,30,2,Genf,1201,1175,564,-611,-306,"18,8"
788,80,"2,5",Aargau,5622,1590,1244,-346,-138,"15,55"
795,77,4,Obwalden,6010,1471,1047,-424,-106,"13,6"
795,77,4,Nidwalden,6010,1471,1163,-308,-77,"15,1"
795,77,4,Luzern,6010,1471,1093,-378,-95,"14,2"
803,25,1,Waadt,1004,980,533,-447,-447,"21,3"
804,113,"4,5",Aargau,5330,2120,1610,-510,-113,"14,25"
805,102,4,Waadt,1052,2250,1622,-628,-157,"15,9"
810,105,"3,5",Zürich,8320,2085,1901,-184,-53,"18,1"
812,111,"4,5",Zürich,8620,2330,1948,-382,-85,"17,55"
815,68,"2,5",Bern,3110,1350,1010,-340,-136,"14,85"
816,51,"2,5",Luzern,6034,1240,821,-419,-168,"16,1"
816,51,"2,5",Aargau,6034,1240,793,-447,-179,"15,55"
817,73,"2,5",Zürich,8107,1780,1438,-342,-137,"19,7"
818,20,1,Genf,1205,1660,394,-1266,-1266,"19,7"
819,70,"3,5",Waadt,1290,2900,1155,-1745,-499,"16,5"
819,70,"3,5",Genf,1290,2900,1281,-1619,-463,"18,3"
821,128,"5,5",Zürich,8057,4525,2285,-2240,-407,"17,85"
826,30,1,Zürich,8044,1340,654,-686,-686,"21,8"
828,87,"3,5",Schwyz,8832,2223,1405,-818,-234,"16,15"
832,116,"3,5",Zürich,8712,1990,2100,110,31,"18,1"
833,110,"3,5",Aargau,5420,1800,1617,-183,-52,"14,7"
835,90,"3,5",Zürich,8810,3350,1629,-1721,-492,"18,1"
836,80,"3,5",Glarus,8867,1070,1016,-54,-15,"12,7"
837,100,"4,5",Solothurn,2544,1620,1290,-330,-73,"12,9"
838,91,"3,5",Thurgau,9320,1380,1215,-165,-47,"13,35"
839,67,"2,5",Luzern,6003,2080,1079,-1001,-400,"16,1"
840,89,"4,5",Solothurn,4562,1509,1148,-361,-80,"12,9"
841,78,"4,5",Glarus,8753,1260,944,-316,-70,"12,1"
842,39,"1,5",Waadt,1020,1190,772,-418,-279,"19,8"
844,94,"3,5",Zürich,8038,3550,1701,-1849,-528,"18,1"
845,49,"1,5",Luzern,6014,1170,872,-298,-199,"17,8"
846,98,"3,5",Zürich,8050,3330,1774,-1556,-445,"18,1"
847,111,"4,5",Zürich,8057,3685,1948,-1737,-386,"17,55"
848,121,"5,5",Zürich,8057,4290,2160,-2130,-387,"17,85"
849,128,"5,5",Zürich,8057,4525,2285,-2240,-407,"17,85"
850,105,"4,5",Zürich,8057,3505,1843,-1662,-369,"17,55"
851,60,2,Basel-Stadt,4057,1300,1092,-208,-104,"18,2"
853,120,"5,5",Zürich,8632,2050,2142,92,17,"17,85"
856,92,"3,5",St. Gallen,7310,1500,1274,-226,-65,"13,85"
857,60,"2,5",Zürich,8909,1390,1182,-208,-83,"19,7"
860,181,"4,5",Zürich,8700,5310,3177,-2133,-474,"17,55"
861,124,4,Zürich,8802,3500,2170,-1330,-333,"17,5"
862,110,"5,5",Zürich,8627,2400,1964,-436,-79,"17,85"
863,79,"2,5",Zürich,8810,1950,1556,-394,-158,"19,7"
864,111,"3,5",Zürich,8706,3610,2009,-1601,-457,"18,1"
865,116,"3,5",Zürich,8706,3780,2100,-1680,-480,"18,1"
866,257,"4,5",Zürich,8704,5800,4510,-1290,-287,"17,55"
868,110,"3,5",Zürich,8044,3160,1991,-1169,-334,"18,1"
869,99,"3,5",Zürich,8044,3300,1792,-1508,-431,"18,1"
870,109,"3,5",Zürich,8044,3160,1973,-1187,-339,"18,1"
871,156,"5,5",Zürich,8704,4000,2785,-1215,-221,"17,85"
872,233,"4,5",Zürich,8700,8000,4089,-3911,-869,"17,55"
874,80,"2,5",Zürich,8702,2825,1576,-1249,-500,"19,7"
875,103,"3,5",Zürich,8041,2825,1864,-961,-275,"18,1"
879,127,"4,5",Zürich,8041,3425,2229,-1196,-266,"17,55"
882,166,"3,5",Zürich,8008,5850,3005,-2845,-813,"18,1"
884,111,"5,5",Zürich,8132,2125,1981,-144,-26,"17,85"
885,170,"5,5",Zürich,8044,6800,3035,-3765,-685,"17,85"
886,20,1,Zürich,8304,1220,436,-784,-784,"21,8"
888,90,"3,5",Zürich,8632,1650,1629,-21,-6,"18,1"
889,68,"3,5",Solothurn,4528,1180,901,-279,-80,"13,25"
890,113,"5,5",Solothurn,5014,1650,1475,-175,-32,"13,05"
891,107,4,Bern,3097,2480,1509,-971,-243,"14,1"
892,88,"3,5",Bern,3053,1590,1258,-332,-95,"14,3"
893,97,"4,5",Bern,3053,2020,1343,-677,-150,"13,85"
896,50,2,Waadt,1423,740,915,175,88,"18,3"
897,62,"2,5",Zürich,8002,2905,1221,-1684,-674,"19,7"
899,64,"3,5",Zug,6300,2700,1226,-1474,-421,"19,15"
902,200,"4,5",Tessin,6850,2100,2770,670,149,"13,85"
903,43,2,Schwyz,8840,1250,765,-485,-243,"17,8"
904,100,"3,5",Freiburg,3186,1755,1415,-340,-97,"14,15"
905,90,"4,5",Bern,3292,1513,1247,-266,-59,"13,85"
906,62,"2,5",Zürich,8706,2550,1221,-1329,-532,"19,7"
907,110,"3,5",Zürich,8706,4300,1991,-2309,-660,"18,1"
908,80,4,Zürich,8488,1550,1400,-150,-38,"17,5"
909,70,3,Uri,6454,980,917,-63,-21,"13,1"
911,68,3,Obwalden,6010,1435,952,-483,-161,14
911,68,3,Nidwalden,6010,1435,1136,-299,-100,"16,7"
911,68,3,Luzern,6010,1435,1047,-388,-129,"15,4"
912,70,"3,5",Luzern,6045,1680,1036,-644,-184,"14,8"
913,47,2,Basel-Stadt,4056,2200,855,-1345,-673,"18,2"
914,93,"3,5",Zürich,8942,2530,1683,-847,-242,"18,1"
915,18,1,Zürich,8003,1150,392,-758,-758,"21,8"
916,18,1,Zürich,8003,1150,392,-758,-758,"21,8"
917,85,"4,5",Schaffhausen,8207,1395,1109,-286,-64,"13,05"
921,39,"2,5",Genf,1206,2000,727,-1273,-509,"18,65"
923,79,3,Basel-Landschaft,4132,1815,1319,-496,-165,"16,7"
924,40,"2,5",Schwyz,8840,1290,682,-608,-243,"17,05"
925,40,"1,5",Schwyz,8832,1590,714,-876,-584,"17,85"
926,99,"3,5",Zürich,8600,2114,1792,-322,-92,"18,1"
927,62,2,Basel-Stadt,4055,1570,1128,-442,-221,"18,2"
928,70,3,Solothurn,4500,1465,952,-513,-171,"13,6"
930,48,2,Aargau,4310,1016,768,-248,-124,16
931,68,3,Aargau,4310,1365,1027,-338,-113,"15,1"
932,35,1,Aargau,5300,890,571,-319,-319,"16,3"
933,89,"4,5",Bern,3422,1550,1233,-317,-70,"13,85"
934,97,"4,5",Zürich,8606,2105,1702,-403,-90,"17,55"
935,92,"4,5",Zürich,8405,1855,1615,-240,-53,"17,55"
939,56,"2,5",Waadt,1066,1350,991,-359,-144,"17,7"
941,82,"3,5",Freiburg,1680,1400,1160,-240,-69,"14,15"
943,50,2,Aargau,4310,1025,800,-225,-113,16
944,76,"3,5",Zürich,8623,1750,1376,-374,-107,"18,1"
946,50,2,Aargau,4310,1035,800,-235,-118,16
947,82,"3,5",Waadt,1018,2050,1353,-697,-199,"16,5"
950,102,"2,5",Nidwalden,6374,1780,1698,-82,-33,"16,65"
951,52,"2,5",Zürich,8002,1930,1024,-906,-362,"19,7"
952,210,"5,5",Bern,3703,2150,2846,696,127,"13,55"
953,50,2,Basel-Stadt,4056,984,910,-74,-37,"18,2"
956,90,4,Aargau,5610,1395,1287,-108,-27,"14,3"
957,84,4,Zürich,8909,1610,1470,-140,-35,"17,5"
958,73,"3,5",St. Gallen,9300,1220,1011,-209,-60,"13,85"
959,67,3,Bern,3172,1590,972,-618,-206,"14,5"
961,80,"3,5",Aargau,5325,1610,1176,-434,-124,"14,7"
962,75,2,Waadt,1263,1900,1373,-527,-264,"18,3"
965,68,"3,5",Zürich,8193,1880,1231,-649,-185,"18,1"
966,30,"1,5",Luzern,6033,875,534,-341,-227,"17,8"
968,54,"2,5",St. Gallen,9000,1140,805,-335,-134,"14,9"
970,85,"2,5",Aargau,5400,2200,1322,-878,-351,"15,55"
971,62,"2,5",Aargau,5400,2160,964,-1196,-478,"15,55"
972,106,"4,5",St. Gallen,8880,2000,1383,-617,-137,"13,05"
973,68,"3,5",Aargau,5400,2290,1000,-1290,-369,"14,7"
974,89,"3,5",Aargau,4914,1520,1308,-212,-61,"14,7"
974,89,"3,5",Bern,4914,1520,1273,-247,-71,"14,3"
975,85,"2,5",Aargau,5400,2320,1322,-998,-399,"15,55"
976,68,4,Luzern,6003,1300,966,-334,-84,"14,2"
978,75,"3,5",Zürich,8193,1890,1358,-532,-152,"18,1"
980,43,"1,5",Zürich,8053,1280,914,-366,-244,"21,25"
985,55,2,Waadt,1010,1200,1007,-193,-97,"18,3"
986,94,"4,5",Waadt,1028,1770,1532,-238,-53,"16,3"
987,54,2,Basel-Stadt,4055,1230,983,-247,-124,"18,2"
988,58,"2,5",Zug,6340,2400,1195,-1205,-482,"20,6"
989,74,3,Aargau,5723,1215,1117,-98,-33,"15,1"
996,100,"4,5",Zürich,8307,1890,1755,-135,-30,"17,55"
997,74,3,Aargau,5723,1095,1117,22,7,"15,1"
999,140,"4,5",Aargau,5723,1395,1995,600,133,"14,25"
1000,95,"3,5",Zürich,8610,2300,1720,-580,-166,"18,1"
1001,70,3,Zürich,8127,2320,1309,-1011,-337,"18,7"
1003,95,"4,5",Zürich,8127,2350,1667,-683,-152,"17,55"
1004,75,"3,5",Basel-Stadt,4054,1850,1256,-594,-170,"16,75"
1005,65,"2,5",Tessin,6952,1550,868,-682,-273,"13,35"
1007,78,"3,5",Luzern,6003,1760,1154,-606,-173,"14,8"
1008,53,2,Thurgau,8524,1350,763,-587,-294,"14,4"
1009,100,"2,5",Aargau,4316,1300,1555,255,102,"15,55"
1010,38,"1,5",Zürich,8002,1820,808,-1012,-675,"21,25"
1011,66,3,Zürich,8002,3200,1234,-1966,-655,"18,7"
1012,53,2,Zürich,8047,1575,1097,-478,-239,"20,7"
1013,56,"2,5",Aargau,5325,1350,871,-479,-192,"15,55"
1014,65,"2,5",Basel-Landschaft,4414,2060,1099,-961,-384,"16,9"
1015,110,"4,5",St. Gallen,7324,1920,1436,-484,-108,"13,05"
1016,48,2,Waadt,1804,1360,878,-482,-241,"18,3"
1018,64,3,Aargau,4800,1240,966,-274,-91,"15,1"
1020,78,"3,5",Waadt,1400,1752,1287,-465,-133,"16,5"
1021,69,"2,5",Schaffhausen,8240,1255,990,-265,-106,"14,35"
1024,16,1,Graubünden,7430,540,299,-241,-241,"18,7"
1025,33,1,Bern,3122,780,528,-252,-252,16
1026,109,"4,5",Basel-Landschaft,4417,2160,1799,-361,-80,"16,5"
1027,87,"3,5",Basel-Landschaft,4417,1920,1431,-489,-140,"16,45"
1028,45,2,St. Gallen,8645,1290,693,-597,-299,"15,4"
1030,28,1,Graubünden,7000,830,524,-306,-306,"18,7"
1031,120,"4,5",Schaffhausen,8200,2230,1566,-664,-148,"13,05"
1032,109,"4,5",St. Gallen,9464,1690,1422,-268,-60,"13,05"
1033,25,1,Graubünden,7031,650,468,-182,-182,"18,7"
1034,155,"4,5",Aargau,5644,1950,2209,259,58,"14,25"
1036,56,"2,5",St. Gallen,9451,1260,834,-426,-170,"14,9"
1038,172,"5,5",Zug,6312,4000,3543,-457,-83,"20,6"
1041,90,"4,5",St. Gallen,9200,1380,1175,-205,-46,"13,05"
1042,95,"4,5",Luzern,6102,1980,1344,-636,-141,"14,15"
1043,130,"5,5",St. Gallen,9445,1590,1632,42,8,"12,55"
1044,48,"2,5",Luzern,6003,1140,773,-367,-147,"16,1"
1048,110,"4,5",Glarus,8754,1860,1331,-529,-118,"12,1"
1049,65,3,Luzern,6006,1550,1001,-549,-183,"15,4"
1050,62,2,St. Gallen,9533,880,955,75,38,"15,4"
1051,72,"3,5",Basel-Landschaft,4447,1245,1184,-61,-17,"16,45"
1052,105,"4,5",Zug,6340,2600,1969,-631,-140,"18,75"
1054,97,"4,5",Bern,2504,1950,1343,-607,-135,"13,85"
1057,50,"2,5",Luzern,6280,1260,805,-455,-182,"16,1"
1059,80,4,Zürich,8245,1425,1400,-25,-6,"17,5"
1060,65,3,Zug,6343,1760,1268,-492,-164,"19,5"
1061,126,"4,5",Graubünden,7208,2100,1701,-399,-89,"13,5"
1062,75,"2,5",St. Gallen,9000,1460,1118,-342,-137,"14,9"
1063,25,1,St. Gallen,9443,630,398,-232,-232,"15,9"
1064,60,"1,5",Basel-Landschaft,4457,880,1023,143,95,"17,05"
1065,93,"3,5",Basel-Landschaft,4107,2400,1530,-870,-249,"16,45"
1066,85,"3,5",Basel-Landschaft,4127,2330,1398,-932,-266,"16,45"
1067,77,"2,5",Bern,3011,2600,1143,-1457,-583,"14,85"
1068,111,"3,5",Bern,3011,2990,1587,-1403,-401,"14,3"
1071,55,"2,5",Aargau,5703,1010,855,-155,-62,"15,55"
1072,82,4,Aargau,5223,1390,1173,-217,-54,"14,3"
1075,165,6,Graubünden,7208,2680,1964,-716,-119,"11,9"
1076,35,1,Graubünden,7504,875,655,-220,-220,"18,7"
1077,92,"4,5",St. Gallen,9016,1285,1201,-84,-19,"13,05"
1078,30,"1,5",Graubünden,7000,600,526,-74,-49,"17,55"
1079,55,3,Schwyz,6414,1190,897,-293,-98,"16,3"
1081,127,4,Luzern,6003,1580,1803,223,56,"14,2"
1082,100,"3,5",St. Gallen,9400,1850,1385,-465,-133,"13,85"
1085,230,6,Zürich,8800,5500,4163,-1337,-223,"18,1"
1086,69,4,Genf,1258,2350,1249,-1101,-275,"18,1"
1087,170,"3,5",Zürich,8143,2100,3077,977,279,"18,1"
1088,105,"3,5",Zürich,8038,3167,1901,-1266,-362,"18,1"
1089,80,"3,5",Tessin,6828,1400,1080,-320,-91,"13,5"
1091,46,"2,5",Zürich,8193,1680,906,-774,-310,"19,7"
1092,100,"3,5",Zürich,8700,3370,1810,-1560,-446,"18,1"
1093,45,2,Schaffhausen,8200,1040,684,-356,-178,"15,2"
1094,62,"3,5",Zürich,8193,1850,1122,-728,-208,"18,1"
1095,60,"2,5",Zürich,8193,1780,1182,-598,-239,"19,7"
1097,35,1,Bern,3095,940,560,-380,-380,16
1098,87,"3,5",Zürich,8193,1890,1575,-315,-90,"18,1"
1099,65,"2,5",Zürich,8038,1600,1281,-319,-128,"19,7"
1100,72,3,Luzern,6003,2090,1109,-981,-327,"15,4"
1101,116,"5,5",Aargau,5620,2110,1641,-469,-85,"14,15"
1102,85,"3,5",Luzern,6045,3500,1258,-2242,-641,"14,8"
1103,159,"5,5",Zürich,8942,3975,2838,-1137,-207,"17,85"
1104,21,1,Schwyz,8640,628,376,-252,-252,"17,9"
1104,21,1,St. Gallen,8640,628,334,-294,-294,"15,9"
1107,80,5,Genf,1212,2570,1480,-1090,-218,"18,5"
1108,82,"3,5",Waadt,1530,2140,1353,-787,-225,"16,5"
1111,35,2,Zürich,8004,1850,725,-1125,-563,"20,7"
1112,28,1,Zürich,8302,1050,610,-440,-440,"21,8"
1113,86,"3,5",Thurgau,8267,1890,1148,-742,-212,"13,35"
1114,83,"4,5",Thurgau,8267,1890,1025,-865,-192,"12,35"
1117,72,"2,5",Basel-Landschaft,4104,1780,1217,-563,-225,"16,9"
1119,50,4,Thurgau,9506,1210,640,-570,-143,"12,8"
1121,123,"4,5",Thurgau,8266,1970,1519,-451,-100,"12,35"
1125,60,"2,5",Waadt,1806,1400,1062,-338,-135,"17,7"
1126,90,4,Genf,1204,4000,1629,-2371,-593,"18,1"
1129,105,"4,5",Graubünden,7000,2170,1418,-752,-167,"13,5"
1130,107,"4,5",Bern,3098,1900,1482,-418,-93,"13,85"
1131,35,1,Zürich,8057,1220,763,-457,-457,"21,8"
1133,65,3,Luzern,6005,1740,1001,-739,-246,"15,4"
1135,58,"2,5",Waadt,1052,1765,1027,-738,-295,"17,7"
1136,172,"4,5",Zürich,8820,3175,3019,-156,-35,"17,55"
1137,92,"3,5",Zürich,8184,2320,1665,-655,-187,"18,1"
1138,127,"4,5",Luzern,6210,2230,1797,-433,-96,"14,15"
1139,67,3,Graubünden,7000,1275,1025,-250,-83,"15,3"
1140,58,3,Genf,1212,1820,1073,-747,-249,"18,5"
1141,35,2,St. Gallen,9000,800,539,-261,-131,"15,4"
1142,72,"3,5",Zürich,8820,1774,1303,-471,-135,"18,1"
1143,115,"3,5",Solothurn,4112,1820,1524,-296,-85,"13,25"
1144,76,4,Zürich,8046,1950,1330,-620,-155,"17,5"
1145,68,3,Bern,3014,1520,986,-534,-178,"14,5"
1146,100,"3,5",Jura,2830,900,1130,230,66,"11,3"
1147,71,"3,5",Waadt,1337,1200,1172,-28,-8,"16,5"
1148,55,"3,5",Zürich,8001,3990,996,-2994,-855,"18,1"
1153,83,4,Zürich,8708,2130,1453,-677,-169,"17,5"
1154,55,"2,5",Zürich,8953,1455,1084,-371,-148,"19,7"
1154,55,"2,5",Aargau,8953,1455,855,-600,-240,"15,55"
1155,140,"5,5",St. Gallen,9000,1970,1757,-213,-39,"12,55"
1156,16,1,Luzern,6004,550,301,-249,-249,"18,8"
1158,72,3,Waadt,1337,1020,1231,211,70,"17,1"
1161,26,"1,5",Luzern,6015,1200,463,-737,-491,"17,8"
1162,32,"1,5",Luzern,6015,1080,570,-510,-340,"17,8"
1163,58,"2,5",Zürich,8406,1720,1143,-577,-231,"19,7"
1164,69,3,Zürich,8610,1673,1290,-383,-128,"18,7"
1165,104,"4,5",Zürich,8623,2465,1825,-640,-142,"17,55"
1166,150,"3,5",Schaffhausen,8200,2395,1973,-422,-121,"13,15"
1168,75,"3,5",Zürich,8180,1839,1358,-481,-137,"18,1"
1169,88,"4,5",Bern,3604,1670,1219,-451,-100,"13,85"
1170,121,"4,5",Bern,2504,1840,1676,-164,-36,"13,85"
1171,64,"3,5",Bern,3700,1490,915,-575,-164,"14,3"
1172,32,1,Zürich,8952,845,698,-147,-147,"21,8"
1176,135,"3,5",Zürich,8425,1830,2444,614,175,"18,1"
1177,46,"1,5",Luzern,6020,830,819,-11,-7,"17,8"
1180,66,"2,5",Aargau,5400,2080,1026,-1054,-422,"15,55"
1181,65,"2,5",Aargau,5620,1180,1011,-169,-68,"15,55"
1183,105,5,Zürich,8942,1690,1848,158,32,"17,6"
1185,80,1,Zürich,8304,845,1744,899,899,"21,8"
1186,56,1,Zürich,8105,1380,1221,-159,-159,"21,8"
1187,116,"3,5",St. Gallen,9620,1700,1607,-93,-27,"13,85"
1188,164,"4,5",St. Gallen,9125,1690,2140,450,100,"13,05"
1190,65,3,Basel-Landschaft,4414,1172,1086,-86,-29,"16,7"
1191,94,"4,5",Basel-Landschaft,4450,1790,1551,-239,-53,"16,5"
1192,52,2,Basel-Landschaft,4410,1060,889,-171,-86,"17,1"
1193,76,"3,5",Basel-Landschaft,4153,1750,1250,-500,-143,"16,45"
1194,91,"4,5",Basel-Landschaft,4450,1645,1502,-143,-32,"16,5"
1195,22,1,Basel-Landschaft,4415,415,374,-41,-41,17
1196,111,"4,5",Basel-Landschaft,4410,2026,1832,-194,-43,"16,5"
1197,56,3,Basel-Landschaft,4410,1180,935,-245,-82,"16,7"
1198,50,"2,5",Basel-Landschaft,4410,1445,845,-600,-240,"16,9"
1199,103,"4,5",Basel-Landschaft,4455,1870,1700,-170,-38,"16,5"
1200,80,3,Basel-Landschaft,4123,1670,1336,-334,-111,"16,7"
1201,85,"3,5",Solothurn,5015,1590,1126,-464,-133,"13,25"
1203,65,"2,5",Luzern,6032,1410,1047,-363,-145,"16,1"
1204,83,"3,5",Luzern,6032,1710,1228,-482,-138,"14,8"
1205,160,"3,5",Luzern,6102,2670,2368,-302,-86,"14,8"
1206,111,"3,5",Luzern,6289,1500,1643,143,41,"14,8"
1208,93,"4,5",Zürich,8618,2140,1632,-508,-113,"17,55"
1210,159,"5,5",Waadt,1271,3190,2703,-487,-89,17
1212,84,4,St. Gallen,9220,1215,1117,-98,-25,"13,3"
1212,84,4,Thurgau,9220,1215,1075,-140,-35,"12,8"
1213,70,"2,5",Appenzell Ausserrhoden,9113,1380,973,-407,-163,"13,9"
1213,70,"2,5",St. Gallen,9113,1380,1043,-337,-135,"14,9"
1214,67,"3,5",Bern,3302,1354,958,-396,-113,"14,3"
1216,123,"3,5",Genf,1246,7050,2251,-4799,-1371,"18,3"
1217,104,"4,5",Basel-Stadt,4059,2415,1768,-647,-144,17
1218,85,"3,5",Waadt,1025,2800,1403,-1397,-399,"16,5"
1220,58,2,Waadt,1020,1390,1061,-329,-165,"18,3"
1222,127,4,Luzern,6003,1580,1803,223,56,"14,2"
1223,97,"3,5",Zürich,8408,1885,1756,-129,-37,"18,1"
1225,77,"3,5",Aargau,5210,1665,1132,-533,-152,"14,7"
1227,47,"1,5",Schaffhausen,8200,1340,632,-708,-472,"13,45"
1228,107,"4,5",Waadt,1000,3020,1744,-1276,-284,"16,3"
1231,61,"1,5",Basel-Landschaft,4106,850,1040,190,127,"17,05"
1232,76,3,Zürich,8001,3190,1421,-1769,-590,"18,7"
1234,136,5,Basel-Stadt,4051,3480,2353,-1127,-225,"17,3"
1235,81,"3,5",Zürich,8005,2630,1466,-1164,-333,"18,1"
1238,145,"5,5",Aargau,5600,3100,2052,-1048,-191,"14,15"
1239,75,3,Schwyz,8840,1700,1223,-477,-159,"16,3"
1240,125,"4,5",Zürich,8489,1900,2194,294,65,"17,55"
1243,195,"5,5",Zürich,8610,3600,3481,-119,-22,"17,85"
1244,50,2,Basel-Stadt,4056,1170,910,-260,-130,"18,2"
1245,84,"3,5",Luzern,6206,1880,1243,-637,-182,"14,8"
1247,110,"4,5",Luzern,6006,2560,1556,-1004,-223,"14,15"
1250,45,"2,5",St. Gallen,9230,950,671,-279,-112,"14,9"
1251,102,"4,5",Zürich,8006,3192,1790,-1402,-312,"17,55"
1253,118,"3,5",St. Gallen,8722,2400,1634,-766,-219,"13,85"
1254,78,"4,5",St. Gallen,8737,1380,1018,-362,-80,"13,05"
1256,90,3,Waadt,1020,2420,1539,-881,-294,"17,1"
1259,103,"3,5",Thurgau,9315,1750,1375,-375,-107,"13,35"
1259,103,"3,5",St. Gallen,9315,1750,1427,-323,-92,"13,85"
1261,86,"3,5",St. Gallen,9212,1430,1191,-239,-68,"13,85"
1262,106,"4,5",Schaffhausen,8213,1380,1383,3,1,"13,05"
1263,52,"2,5",St. Gallen,9400,1100,775,-325,-130,"14,9"
1265,104,"5,5",Thurgau,8580,1530,1232,-298,-54,"11,85"
1265,104,"5,5",St. Gallen,8580,1530,1305,-225,-41,"12,55"
1267,138,"4,5",St. Gallen,9244,2230,1801,-429,-95,"13,05"
1268,30,1,St. Gallen,9242,850,477,-373,-373,"15,9"
1269,106,"4,5",Obwalden,6074,1865,1399,-466,-104,"13,2"
1270,114,"4,5",Schwyz,8852,2400,1784,-616,-137,"15,65"
1271,117,"4,5",Solothurn,4600,1950,1509,-441,-98,"12,9"
1271,117,"4,5",Aargau,4600,1950,1667,-283,-63,"14,25"
1273,90,3,Basel-Stadt,4125,2380,1512,-868,-289,"16,8"
1274,57,2,Basel-Stadt,4054,1520,1037,-483,-242,"18,2"
1277,120,4,Zürich,8008,2570,2100,-470,-118,"17,5"
1279,93,"4,5",Bern,1595,1500,1288,-212,-47,"13,85"
1279,93,"4,5",Waadt,1595,1500,1516,16,4,"16,3"
1293,51,"1,5",St. Gallen,8733,1310,798,-512,-341,"15,65"
1294,65,"1,5",Zürich,8700,2020,1381,-639,-426,"21,25"
1295,90,"3,5",Zug,6330,2800,1723,-1077,-308,"19,15"
1296,100,"4,5",Zürich,8002,2300,1755,-545,-121,"17,55"
1298,90,"4,5",St. Gallen,8725,1430,1175,-255,-57,"13,05"
1301,80,"4,5",St. Gallen,9430,1200,1044,-156,-35,"13,05"
1303,19,1,Zürich,8304,1050,414,-636,-636,"21,8"
1315,180,"5,5",Aargau,5033,2200,2547,347,63,"14,15"
1316,100,"3,5",Aargau,5033,1900,1470,-430,-123,"14,7"
1317,77,3,Basel-Stadt,4126,1560,1294,-266,-89,"16,8"
1318,120,"4,5",Aargau,5412,1750,1710,-40,-9,"14,25"
1321,80,3,Bern,3008,1500,1160,-340,-113,"14,5"
1324,80,"3,5",St. Gallen,8636,1700,1108,-592,-169,"13,85"
1324,80,"3,5",Zürich,8636,1700,1448,-252,-72,"18,1"
1354,90,3,Aargau,4853,1980,1359,-621,-207,"15,1"
1354,90,3,Bern,4853,1980,1305,-675,-225,"14,5"
